KeypointIndex,FrameIndex,X,Y,Variance
1590,3,1038.93,337.305,0.0918434
1593,0,759.258,833.107,31913.8
1593,1,404.992,879.485,31913.8
1595,0,1045.24,430.825,0.00128549
1595,1,1045.18,430.815,0.00128549
1595,2,1045.19,430.815,0.00128549
1595,3,1045.25,430.775,0.00128549
1596,0,1037.27,236.368,0.01107
1596,1,1037.42,236.433,0.01107
1596,2,1037.42,236.522,0.01107
1596,3,1037.42,236.301,0.01107
1597,0,1037.27,236.368,0.01107
1597,1,1037.42,236.433,0.01107
1597,2,1037.42,236.522,0.01107
1597,3,1037.42,236.301,0.01107
1599,0,1047.19,754.037,0.00150833
1599,1,1047.16,754.107,0.00150833
1600,0,1045.35,460.979,0.0192371
1600,1,1045.4,460.955,0.0192371
1600,2,1045.08,460.963,0.0192371
1601,0,1045.35,460.979,2580.88
1601,1,1146.13,448.032,2580.88
1603,0,1046.5,511.296,92917.8
1603,1,715.79,1023.45,92917.8
1605,0,1042.54,342.556,0.0251187
1605,1,1042.25,342.711,0.0251187
1605,2,1042.51,342.495,0.0251187
1607,0,989.231,1002.98,12229.9
1607,1,811.992,869.923,12229.9
1607,2,812.339,869.805,12229.9
1607,3,988.47,1002.84,12229.9
1610,0,978.013,191.586,431.058
1610,1,977.573,191.906,431.058
1610,2,1020.24,179.99,431.058
1611,0,1045.11,309.715,0.389873
1611,1,1044.9,309.851,0.389873
1611,2,1045.2,309.333,0.389873
1611,3,1045.8,308.497,0.389873
1614,0,1045.93,286.754,0.0999366
1614,1,1046.02,286.547,0.0999366
1614,2,1046.03,286.671,0.0999366
1614,3,1046.14,285.969,0.0999366
1620,0,1050.38,299.851,0.0646108
1620,1,1050.22,300.211,0.0646108
1620,2,1049.98,300.413,0.0646108
1620,3,1050.21,300.012,0.0646108
1622,0,405.411,951.723,0.287192
1622,1,406.102,952.543,0.287192
1623,0,1051.21,289.399,0.0793676
1623,1,1051.23,288.992,0.0793676
1623,2,1051.24,288.714,0.0793676
1624,0,1049.73,245.667,0.0142736
1624,1,1049.7,245.7,0.0142736
1624,2,1049.65,245.413,0.0142736
1624,3,1049.76,245.643,0.0142736
1625,0,1057.43,695.514,0.103683
1625,1,1057.72,695.792,0.103683
1625,2,1057.83,696.267,0.103683
1625,3,1057.65,695.631,0.103683
1627,0,1053.03,276.021,0.014899
1627,1,1053.05,275.743,0.014899
1627,2,1053.12,275.749,0.014899
1627,3,1053.06,275.76,0.014899
1628,0,1054.77,303.681,0.0212851
1628,1,1054.72,303.631,0.0212851
1628,2,1054.59,303.915,0.0212851
1630,0,1057.18,283.897,0.0100461
1630,1,1057.2,283.673,0.0100461
1630,2,1057.15,283.666,0.0100461
1630,3,1057.12,283.797,0.0100461
1631,0,1057.18,283.897,0.0100461
1631,1,1057.2,283.673,0.0100461
1631,2,1057.15,283.666,0.0100461
1631,3,1057.12,283.797,0.0100461
1633,0,1064.28,503.084,0.026878
1633,1,1064.33,503.457,0.026878
1633,2,1064.37,503.473,0.026878
1633,3,1064.3,503.424,0.026878
1634,0,1058.2,272.775,197032
1634,1,364.953,910.54,197032
1634,2,1058.3,273.967,197032
1635,0,1061.15,310.226,0.0568716
1635,1,1061.05,310.876,0.0568716
1635,2,1061.11,310.655,0.0568716
1635,3,1061.15,310.53,0.0568716
1637,0,992.252,970.137,597.392
1637,1,1049.94,971.095,597.392
1637,2,1022.07,984.419,597.392
1639,0,1066.71,343.871,0.186128
1639,1,1066.64,343.218,0.186128
1639,2,1066.77,342.662,0.186128
1639,3,1066.67,343.183,0.186128
1644,0,1072.04,575.706,0.0667059
1644,1,1071.67,575.966,0.0667059
1644,2,1071.53,576.03,0.0667059
1645,0,1072.04,575.706,0.0667059
1645,1,1071.67,575.966,0.0667059
1645,2,1071.53,576.03,0.0667059
1648,0,1119.7,269.944,1809.54
1648,1,1108.62,264.655,1809.54
1648,2,1060.73,195.363,1809.54
1649,0,1069.77,330.451,0.0269312
1649,1,1069.77,330.27,0.0269312
1649,2,1069.8,329.995,0.0269312
1649,3,1069.81,330.197,0.0269312
1650,0,1073.63,484.419,4023.84
1650,1,1073.84,484.577,4023.84
1650,2,1074.14,484.65,4023.84
1650,3,928.392,467.309,4023.84
1651,0,1073.63,484.419,0.0534945
1651,1,1073.84,484.577,0.0534945
1651,2,1074.14,484.65,0.0534945
1654,0,1074.46,339.061,0.0351901
1654,1,1074.61,338.764,0.0351901
1654,2,1074.81,338.897,0.0351901
1655,0,1071.26,254.544,0.0185441
1655,1,1070.93,254.591,0.0185441
1655,2,1070.95,254.625,0.0185441
1655,3,1070.98,254.599,0.0185441
1656,0,1071.16,261.27,0.0308541
1656,1,1071.37,261.45,0.0308541
1656,2,1071.52,261.44,0.0308541
1656,3,1071.56,261.338,0.0308541
1657,0,1071.16,261.27,0.0308541
1657,1,1071.37,261.45,0.0308541
1657,2,1071.52,261.44,0.0308541
1657,3,1071.56,261.338,0.0308541
1661,0,1079.95,473.422,0.0124535
1661,1,1080.12,473.403,0.0124535
1661,2,1079.82,473.41,0.0124535
1661,3,1079.87,473.396,0.0124535
1663,0,1073.75,269.554,0.017152
1663,1,1073.99,269.66,0.017152
1664,0,1073.75,269.554,0.0105796
1664,1,1073.88,269.526,0.0105796
1664,2,1073.93,269.62,0.0105796
1664,3,1073.99,269.66,0.0105796
1665,0,1075.42,245.925,0.0574982
1665,1,1074.97,246.066,0.0574982
1665,2,1074.8,246.008,0.0574982
1665,3,1074.91,245.999,0.0574982
1671,0,1091.7,565.047,0.943426
1671,1,1090.01,566.008,0.943426
1672,0,1091.7,565.047,0.943426
1672,1,1090.01,566.008,0.943426
1676,0,1090.14,946.417,0.119586
1676,1,1090.81,946.047,0.119586
1676,2,1090.78,946.139,0.119586
1677,0,1090.39,946.215,0.0409734
1677,1,1090.81,946.047,0.0409734
1677,2,1090.78,946.139,0.0409734
1686,0,1102.79,503.265,0.105677
1686,1,1102.51,503.931,0.105677
1686,2,1102.54,504.029,0.105677
1686,3,1102.48,503.896,0.105677
1691,0,1104.68,451.482,0.00938044
1691,1,1104.84,451.363,0.00938044
1693,0,1104.57,993.584,0.490909
1693,1,1105.2,993.337,0.490909
1693,2,1105.78,992.617,0.490909
1693,3,1105.61,992.296,0.490909
1696,0,1099.78,226.446,0.638818
1696,1,1099.59,228.003,0.638818
1696,2,1099.9,226.956,0.638818
1696,3,1100.95,227.62,0.638818
1697,0,1109.64,927.701,0.0239978
1697,1,1109.35,927.78,0.0239978
1697,2,1109.27,927.9,0.0239978
1697,3,1109.43,927.792,0.0239978
1700,0,1111.54,465.039,0.0200113
1700,1,1111.71,464.874,0.0200113
1700,2,1111.56,465.029,0.0200113
1700,3,1111.79,464.817,0.0200113
1701,0,1111.52,465.096,29.2837
1701,1,1111.71,464.874,29.2837
1701,2,1111.56,465.029,29.2837
1701,3,1119.92,455.685,29.2837
1702,0,1109.81,393.092,0.0237925
1702,1,1109.51,393.352,0.0237925
1702,2,1109.51,393.213,0.0237925
1702,3,1109.6,393.185,0.0237925
1704,0,1115.88,481.212,1.02574
1704,1,1114.2,483.229,1.02574
1704,2,1114.37,482.936,1.02574
1704,3,1114.92,482.46,1.02574
1706,0,1117.09,644.415,0.0448666
1706,1,1117.29,644.265,0.0448666
1706,2,1117.47,644.244,0.0448666
1706,3,1117.62,644.265,0.0448666
1708,0,1117.85,438.874,0.0404594
1708,1,1118.2,438.547,0.0404594
1708,2,1118.26,438.59,0.0404594
1708,3,1118.13,438.723,0.0404594
1709,0,1117.85,438.874,0.0404594
1709,1,1118.2,438.547,0.0404594
1709,2,1118.26,438.59,0.0404594
1709,3,1118.13,438.723,0.0404594
1717,0,1122.59,830.908,0.471094
1717,1,1122.75,829.945,0.471094
1717,2,1122.97,829.437,0.471094
1717,3,1123.11,829.198,0.471094
1718,0,1122.59,830.908,0.471094
1718,1,1122.75,829.945,0.471094
1718,2,1122.97,829.437,0.471094
1718,3,1123.11,829.198,0.471094
1719,0,1064.97,482.567,885.911
1719,1,1123.7,472.846,885.911
1720,0,1123.27,473.106,0.133325
1720,1,1123.01,473.518,0.133325
1720,2,1123.26,473.426,0.133325
1720,3,1123.7,472.846,0.133325
1723,0,1186.1,773.47,1561.29
1723,1,1190.1,694.545,1561.29
1725,0,1127.71,491.731,0.03365
1725,1,1127.98,491.373,0.03365
1725,2,1127.78,491.616,0.03365
1725,3,1127.89,491.758,0.03365
1726,0,1126.42,430.709,55.5081
1726,1,1127.19,448.145,55.5081
1726,2,1127.5,447.686,55.5081
1726,3,1127.53,447.807,55.5081
1727,0,1127.19,448.145,0.0608416
1727,1,1127.5,447.686,0.0608416
1727,2,1127.53,447.807,0.0608416
1733,0,1015.65,156.234,0.00807133
1733,1,1015.59,156.404,0.00807133
1734,0,1128.2,374.113,0.0532365
1734,1,1127.76,374.308,0.0532365
1734,2,1127.87,374.381,0.0532365
1734,3,1127.98,374.573,0.0532365
1735,0,1129.16,1038.54,0.00610439
1735,1,1129.21,1038.64,0.00610439
1735,2,1129.29,1038.61,0.00610439
1735,3,1129.28,1038.71,0.00610439
1739,0,1133.77,1003.46,5.55585
1739,1,1132.5,1008,5.55585
1740,0,1130.08,390.019,0.00466906
1740,1,1130.18,389.922,0.00466906
1746,0,1135.73,448.314,79333.1
1746,1,846.209,461.654,79333.1
1746,2,1479.23,263.082,79333.1
1746,3,1479.23,262.506,79333.1
1747,0,1136.84,442.394,0.161203
1747,1,1135.95,442.107,0.161203
1747,2,1136.05,442.072,0.161203
1747,3,1135.92,442.073,0.161203
1748,0,1136.84,442.394,104.634
1748,1,1135.95,442.107,104.634
1748,2,1136.05,442.072,104.634
1748,3,1133.39,465.621,104.634
1750,0,1133.7,276.799,0.269135
1750,1,1132.82,276.253,0.269135
1755,0,1140.71,403.356,0.00851206
1755,1,1140.58,403.244,0.00851206
1755,2,1140.55,403.225,0.00851206
1755,3,1140.54,403.188,0.00851206
1757,0,1140.71,403.356,0.00851206
1757,1,1140.58,403.244,0.00851206
1757,2,1140.55,403.225,0.00851206
1757,3,1140.54,403.188,0.00851206
1759,0,1141.25,424.39,0.0390368
1759,1,1141.52,424.106,0.0390368
1759,2,1141.63,424.041,0.0390368
1759,3,1141.35,424.196,0.0390368
1762,0,1142.14,440.897,0.00092545
1762,1,1142.17,440.889,0.00092545
1762,2,1142.2,440.891,0.00092545
1762,3,1142.2,440.865,0.00092545
1764,0,1140.47,274.23,0.0313898
1764,1,1140.24,273.925,0.0313898
1764,2,1140.41,273.911,0.0313898
1767,0,1146.91,374.054,1.33322
1767,1,1144.71,375.917,1.33322
1767,2,1145.1,375.792,1.33322
1767,3,1145.16,375.866,1.33322
1768,0,1148.63,990.564,0.0856224
1768,1,1149.01,989.921,0.0856224
1768,2,1148.87,990.091,0.0856224
1768,3,1148.59,990.223,0.0856224
1769,0,1141.83,281.72,0.00345707
1769,1,1141.91,281.8,0.00345707
1775,0,1156.01,915.964,0.209318
1775,1,1155.97,914.937,0.209318
1775,2,1155.89,915.281,0.209318
1775,3,1156.17,914.82,0.209318
1776,0,1157.33,475.031,0.00375122
1776,1,1157.45,475.032,0.00375122
1776,2,1157.34,475.089,0.00375122
1777,0,1160.46,785.366,2051.15
1777,1,1250.88,780.093,2051.15
1779,0,1159.21,462.457,0.0215259
1779,1,1159.14,462.173,0.0215259
1780,0,1159.21,462.457,0.0434408
1780,1,1159.05,461.975,0.0434408
1780,2,1159.14,462.173,0.0434408
1786,0,1159.88,394.347,0.00474413
1786,1,1160,394.349,0.00474413
1786,2,1159.98,394.329,0.00474413
1786,3,1160.07,394.321,0.00474413
1788,0,1164.99,994.678,0.0740091
1788,1,1164.45,994.615,0.0740091
1792,0,1167.89,477.131,0.0154742
1792,1,1168.13,477.119,0.0154742
1792,2,1168.17,477.119,0.0154742
1793,0,1167.89,477.131,62.5341
1793,1,1168.13,477.119,62.5341
1793,2,1151.09,483.861,62.5341
1793,3,1168.17,477.119,62.5341
1794,0,1169.83,937.134,0.141983
1794,1,1170.08,937.092,0.141983
1794,2,1170.05,937.239,0.141983
1794,3,1169.69,937.929,0.141983
1795,0,1170.57,439.344,0.329347
1795,1,1170.22,438.025,0.329347
1795,2,1170.28,438.066,0.329347
1795,3,1170.34,438.071,0.329347
1797,0,1175.46,633.297,0.00128678
1797,1,1175.5,633.289,0.00128678
1797,2,1175.43,633.242,0.00128678
1797,3,1175.46,633.246,0.00128678
1798,0,1172.93,466.054,0.00570296
1798,1,1172.76,466.031,0.00570296
1798,2,1172.8,465.97,0.00570296
1798,3,1172.82,465.96,0.00570296
1799,0,1173.08,978.739,0.0411301
1799,1,1173.32,978.544,0.0411301
1799,2,1173.34,978.377,0.0411301
1799,3,1173.36,978.3,0.0411301
1801,0,1149.96,287.166,23.4038
1801,1,1141.96,281.727,23.4038
1802,0,1172.77,398.375,0.150397
1802,1,1172.69,399.142,0.150397
1802,2,1172.7,399.349,0.150397
1802,3,1172.71,399.266,0.150397
1803,0,1175.34,416.359,0.00386078
1803,1,1175.33,416.307,0.00386078
1803,2,1175.48,416.338,0.00386078
1803,3,1175.38,416.354,0.00386078
1804,0,1178.14,934.584,0.0171119
1804,1,1178.03,934.393,0.0171119
1804,2,1178.15,934.36,0.0171119
1804,3,1178.31,934.451,0.0171119
1806,0,1334.88,460.49,0.0320071
1806,1,1335.06,460.71,0.0320071
1806,2,1335.26,460.435,0.0320071
1806,3,1335.12,460.662,0.0320071
1811,0,1180.25,450.89,0.00458369
1811,1,1180.18,450.865,0.00458369
1811,2,1180.31,450.875,0.00458369
1811,3,1180.25,450.771,0.00458369
1813,0,321.729,670.806,0.0640732
1813,1,321.231,670.712,0.0640732
1815,0,1546.4,437.667,0.0754947
1815,1,1546.66,437.181,0.0754947
1817,0,1184.3,838.346,0.0720081
1817,1,1183.99,838.206,0.0720081
1817,2,1183.81,837.919,0.0720081
1819,0,1185.72,824.128,0.00350155
1819,1,1185.65,824.094,0.00350155
1819,2,1185.65,824.212,0.00350155
1821,0,1160.04,294.433,54396.8
1821,1,1186.1,795.071,54396.8
1821,2,1186.06,781.667,54396.8
1824,0,1189.73,647.775,0.130538
1824,1,1189.66,647.781,0.130538
1824,2,1189.66,647.015,0.130538
1828,0,1189.88,636.677,0.0792551
1828,1,1190.12,636.409,0.0792551
1828,2,1190.18,636.242,0.0792551
1828,3,1190.3,636.032,0.0792551
1833,0,1192.72,626.778,0.0315447
1833,1,1192.74,626.972,0.0315447
1833,2,1192.45,627.067,0.0315447
1834,0,1193.29,731.903,0.000239471
1834,1,1193.31,731.879,0.000239471
1836,0,1192.55,840.793,0.00694104
1836,1,1192.61,840.615,0.00694104
1836,2,1192.67,840.65,0.00694104
1836,3,1192.56,840.672,0.00694104
1837,0,1189.64,1025,0.0218422
1837,1,1189.74,1025.18,0.0218422
1837,2,1189.81,1025.32,0.0218422
1837,3,1189.87,1025.26,0.0218422
1838,0,1190.69,946.073,0.0645912
1838,1,1190.4,946.05,0.0645912
1838,2,1190.84,946.432,0.0645912
1840,0,1194.06,703.054,0.00819943
1840,1,1194.03,703.234,0.00819943
1841,0,1194.06,703.054,0.00819943
1841,1,1194.03,703.234,0.00819943
1843,0,1193.82,827.813,0.309873
1843,1,1194.41,829.003,0.309873
1843,2,1194.32,828.569,0.309873
1844,0,1184.86,313.142,0.282732
1844,1,1185.82,313.601,0.282732
1846,0,1198.47,853.184,0.180391
1846,1,1198.23,853.407,0.180391
1846,2,1198.09,852.95,0.180391
1846,3,1197.83,852.448,0.180391
1849,0,1198.49,965.887,62.7747
1849,1,1195.1,981.366,62.7747
1852,0,1195.37,320.244,0.335413
1852,1,1196.65,320.736,0.335413
1852,2,1196.34,320.434,0.335413
1853,0,1198.46,311.558,0.583002
1853,1,1197.67,312.761,0.583002
1853,2,1197.13,312.556,0.583002
1853,3,1198.05,311.442,0.583002
1854,0,1204.49,907.363,0.138212
1854,1,1204.48,907.659,0.138212
1854,2,1204.55,908.254,0.138212
1855,0,1206.7,879.494,0.85146
1855,1,1206.78,879.7,0.85146
1855,2,1207.33,881.456,0.85146
1856,0,1204.66,914.755,777.881
1856,1,1204.95,914.66,777.881
1856,2,1204.98,914.542,777.881
1856,3,1192.72,851.398,777.881
1857,0,1204.94,945.14,1.09974
1857,1,1204.78,945.018,1.09974
1857,2,1203.82,943.323,1.09974
1857,3,1203.84,943.193,1.09974
1859,0,1207.42,924.149,0.0582491
1859,1,1207.89,924.262,0.0582491
1859,2,1207.45,924.01,0.0582491
1860,0,1206.29,512.598,0.315065
1860,1,1207.2,511.937,0.315065
1862,0,1204.04,328.898,0.0856249
1862,1,1203.68,328.875,0.0856249
1862,2,1204.05,328.764,0.0856249
1862,3,1203.35,328.777,0.0856249
1863,0,1202.29,269.988,0.0417845
1863,1,1202.59,270.139,0.0417845
1863,2,1202.76,270.19,0.0417845
1863,3,1202.74,270.186,0.0417845
1866,0,1216.3,994.99,0.0853716
1866,1,1216.18,994.412,0.0853716
1866,2,1216.39,994.94,0.0853716
1866,3,1216.28,994.391,0.0853716
1869,0,1223.05,615.421,0.0805281
1869,1,1222.8,615.572,0.0805281
1869,2,1223.41,615.25,0.0805281
1870,0,1222.68,543.166,167987
1870,1,1222.34,544.395,167987
1870,2,1222.01,545.232,167987
1870,3,309.478,794.471,167987
1878,0,1221.4,374.504,9953.35
1878,1,1031.33,244.195,9953.35
1878,2,1031.37,244.186,9953.35
1878,3,1031.31,244.429,9953.35
1879,0,1230.59,689.932,0.0274656
1879,1,1230.63,690.181,0.0274656
1879,2,1230.64,690.351,0.0274656
1879,3,1230.64,690.314,0.0274656
1880,0,1230.38,874.882,0.0426206
1880,1,1230.33,875.149,0.0426206
1880,2,1230.3,875.064,0.0426206
1880,3,1230.18,874.645,0.0426206
1885,0,369.069,119.893,30150
1885,1,443.425,459.115,30150
1886,0,1234.49,682.307,0.0857056
1886,1,1234.96,681.966,0.0857056
1887,0,1239.59,960.051,0.00458825
1887,1,1239.57,960.041,0.00458825
1887,2,1239.51,960.125,0.00458825
1887,3,1239.49,960.169,0.00458825
1888,0,1239.09,1017.17,0.0101378
1888,1,1239.09,1017,0.0101378
1888,2,1239.12,1017.11,0.0101378
1888,3,1239.24,1017.21,0.0101378
1890,0,1239.81,1036.46,0.0448714
1890,1,1239.97,1036,0.0448714
1890,2,1239.97,1036.11,0.0448714
1893,0,1242.8,967.339,0.0727126
1893,1,1242.48,967.053,0.0727126
1893,2,1242.92,967.624,0.0727126
1893,3,1242.7,967.165,0.0727126
1895,0,283.607,1001.56,0.343458
1895,1,283.247,1001.66,0.343458
1895,2,282.999,1002.56,0.343458
1895,3,283.031,1002.77,0.343458
1897,0,1245.72,544.557,0.0145972
1897,1,1245.83,544.617,0.0145972
1897,2,1245.8,544.362,0.0145972
1897,3,1245.8,544.366,0.0145972
1899,0,1245.2,492.239,0.235018
1899,1,1245.81,491.485,0.235018
1900,0,1245.2,492.239,0.235018
1900,1,1245.81,491.485,0.235018
1901,0,1247.46,445.515,0.331897
1901,1,1247.52,445.134,0.331897
1901,2,1247.65,444.697,0.331897
1901,3,1248.31,444.273,0.331897
1902,0,1247.46,445.515,0.118604
1902,1,1247.52,445.134,0.118604
1902,2,1247.65,444.697,0.118604
1907,0,1250.57,374.354,0.00692785
1907,1,1250.44,374.235,0.00692785
1907,2,1250.56,374.287,0.00692785
1907,3,1250.46,374.192,0.00692785
1908,0,1250.57,374.354,0.00692785
1908,1,1250.44,374.235,0.00692785
1908,2,1250.56,374.287,0.00692785
1908,3,1250.46,374.192,0.00692785
1911,0,1258.83,568.725,3.73383
1911,1,1258.87,569.698,3.73383
1911,2,1256.64,572.562,3.73383
1913,0,1262.61,524.871,4.97043
1913,1,1261.6,519.625,4.97043
1913,2,1261.74,519.737,4.97043
1913,3,1262,520.083,4.97043
1914,0,1253.52,407.4,0.155087
1914,1,1254.54,407.181,0.155087
1914,2,1254.25,407.102,0.155087
1914,3,1254.28,407.184,0.155087
1915,0,1267.27,350.107,0.1126
1915,1,1267.73,349.757,0.1126
1915,2,1267.84,349.562,0.1126
1916,0,1257.27,387.888,0.141802
1916,1,1257.4,388.643,0.141802
1916,2,1257.41,388.88,0.141802
1916,3,1257.51,388.449,0.141802
1917,0,1263.81,593.022,0.0377069
1917,1,1263.98,593.301,0.0377069
1917,2,1264.19,593.146,0.0377069
1918,0,1264.84,870.31,203200
1918,1,447.652,489.521,203200
1919,0,904.181,913.323,30029.6
1919,1,1265.78,858.297,30029.6
1919,2,900.901,916,30029.6
1922,0,1265.77,812.707,13558.6
1922,1,1360.18,599.818,13558.6
1927,0,1258.1,321.217,0.205736
1927,1,1258.59,321.646,0.205736
1927,2,1258.81,322.056,0.205736
1930,0,1270.1,795.03,0.0351324
1930,1,1270.41,794.949,0.0351324
1930,2,1270.45,795.204,0.0351324
1935,0,1270.25,597.914,0.0294406
1935,1,1270.53,598.049,0.0294406
1935,2,1270.65,598.066,0.0294406
1935,3,1270.63,598.06,0.0294406
1936,0,1272.73,721.382,0.0646422
1936,1,1272.75,720.694,0.0646422
1936,2,1272.67,720.92,0.0646422
1936,3,1272.73,720.89,0.0646422
1937,0,1271.61,872.666,0.138234
1937,1,1271.53,873.576,0.138234
1937,2,1271.62,872.977,0.138234
1937,3,1271.68,872.681,0.138234
1942,0,1263.06,338.965,0.117211
1942,1,1263.82,339.165,0.117211
1942,2,1263.85,339.131,0.117211
1942,3,1263.82,339.086,0.117211
1945,0,1273.95,828.49,0.0354338
1945,1,1273.9,828.691,0.0354338
1945,2,1273.82,828.897,0.0354338
1945,3,1273.86,828.951,0.0354338
1946,0,1274.06,804.229,0.0230355
1946,1,1274.09,804.105,0.0230355
1946,2,1274.12,803.891,0.0230355
1946,3,1274.13,804.276,0.0230355
1947,0,1274.06,804.229,0.0230355
1947,1,1274.09,804.105,0.0230355
1947,2,1274.12,803.891,0.0230355
1947,3,1274.13,804.276,0.0230355
1948,0,1278.27,1004.64,0.281825
1948,1,1278.19,1004.93,0.281825
1948,2,1277.62,1004.96,0.281825
1948,3,1279.02,1004.53,0.281825
1950,0,1274.45,710.365,0.0387893
1950,1,1274.47,710.765,0.0387893
1950,2,1274.46,710.783,0.0387893
1950,3,1274.54,710.864,0.0387893
1951,0,1273.36,913.616,0.0483755
1951,1,1273.48,913.182,0.0483755
1951,2,1273.43,913.144,0.0483755
1954,0,1273.23,970.583,0.0466623
1954,1,1273.42,970.669,0.0466623
1954,2,1273.35,970.439,0.0466623
1954,3,1273.23,970.142,0.0466623
1955,0,1274.56,590.36,0.121231
1955,1,1275.22,590.294,0.121231
1955,2,1275.32,590.371,0.121231
1955,3,1275.46,590.382,0.121231
1956,0,1274.56,590.36,0.121231
1956,1,1275.22,590.294,0.121231
1956,2,1275.32,590.371,0.121231
1956,3,1275.46,590.382,0.121231
1957,0,1273.45,494.917,0.0043873
